-DOCSTART- -X- -X- O
an O O I-PLOT
insurance O O I-PLOT
company O O I-PLOT
in O O I-PLOT
cahoots O O I-PLOT
with O O I-PLOT
fred O O B-ACTOR
macmurray O O I-ACTOR
in O O O
this O O O
classic O O B-GENRE
1944 O O B-YEAR
film O O B-GENRE
noir O O I-GENRE
directed O O O
by O O O
billy O O B-DIRECTOR
wilder O O I-DIRECTOR

a O O B-PLOT
man O O I-PLOT
s O O I-PLOT
wife O O I-PLOT
dies O O I-PLOT
and O O I-PLOT
he O O I-PLOT
attaches O O I-PLOT
balloons O O I-PLOT
to O O I-PLOT
his O O I-PLOT
house O O I-PLOT
to O O I-PLOT
get O O I-PLOT
to O O I-PLOT
south O O I-PLOT
america O O I-PLOT

this O O O
scary O O B-GENRE
movie O O O
has O O O
teenagers O O B-PLOT
that O O I-PLOT
have O O I-PLOT
horrible O O I-PLOT
dreams O O I-PLOT
when O O I-PLOT
they O O I-PLOT
fall O O I-PLOT
asleep O O I-PLOT
and O O I-PLOT
they O O I-PLOT
do O O I-PLOT
not O O I-PLOT
know O O I-PLOT
if O O I-PLOT
they O O I-PLOT
are O O I-PLOT
real O O I-PLOT

this O O O
early O O O
tarantino O O B-DIRECTOR
flick O O O
featured O O O
an O O O
array O O B-PLOT
of O O I-PLOT
criminal O O I-PLOT
partners O O I-PLOT
all O O I-PLOT
designated O O I-PLOT
not O O I-PLOT
by O O I-PLOT
name O O I-PLOT
by O O I-PLOT
color O O I-PLOT

what O O O
is O O O
the O O O
1998 O O B-YEAR
american O O B-GENRE
war O O I-GENRE
film O O I-GENRE
set O O O
during O O B-PLOT
the O O I-PLOT
invasion O O I-PLOT
of O O I-PLOT
normandy O O I-PLOT
in O O I-PLOT
world O O I-PLOT
war O O I-PLOT
ii O O I-PLOT
and O O O
starring O O O
tom O O B-ACTOR
hanks O O I-ACTOR
and O O O
matt O O B-ACTOR
damon O O I-ACTOR

what O O O
is O O O
the O O O
1945 O O B-YEAR
movie O O O
in O O O
which O O O
a O O O
young O O B-PLOT
woman O O I-PLOT
comes O O I-PLOT
of O O I-PLOT
age O O I-PLOT
in O O I-PLOT
the O O I-PLOT
1900 O O I-PLOT
s O O I-PLOT
in O O I-PLOT
a O O I-PLOT
brooklyn O O I-PLOT
tenement O O I-PLOT

in O O O
what O O O
movie O O O
does O O O
han O O B-CHARACTER_NAME
solo O O I-CHARACTER_NAME
save O O O
luke O O B-CHARACTER_NAME
skywalker O O I-CHARACTER_NAME
s O O O
life O O O
by O O O
stuffing O O O
him O O O
inside O O O
a O O O
tom O O O
tom O O O
in O O O
order O O O
to O O O
keep O O O
from O O O
freezing O O O

what O O O
is O O O
the O O O
american O O O
character O O O
that O O O
astro O O B-CHARACTER_NAME
boy O O I-CHARACTER_NAME
has O O O
his O O O
hair O O O
modeled O O O
after O O O
in O O O
this O O O
movie O O O

what O O O
is O O O
a O O O
good O O O
older O O O
movie O O O
which O O O
includes O O O
martial O O O
arts O O O
and O O O
is O O O
played O O O
by O O O
bruce O O B-ACTOR
lee O O I-ACTOR

i O O O
m O O O
thinking O O O
of O O O
the O O O
first O O O
animated O O B-GENRE
movie O O O
to O O O
be O O O
nominated O O B-AWARD
for O O O
best O O B-AWARD
picture O O I-AWARD
it O O O
was O O O
set O O O
in O O O
france O O O
and O O O
the O O O
main O O O
character O O O
s O O O
name O O O
was O O O
belle O O B-CHARACTER_NAME

what O O O
is O O O
the O O O
movie O O O
starring O O O
arnold O O B-ACTOR
schwarzenegger O O I-ACTOR
who O O B-PLOT
comes O O I-PLOT
back O O I-PLOT
in O O I-PLOT
time O O I-PLOT
to O O I-PLOT
kill O O I-PLOT
sarah O O I-PLOT
conner O O I-PLOT
played O O O
by O O O
linda O O B-ACTOR
hamilton O O I-ACTOR

what O O O
is O O O
the O O O
movie O O O
where O O O
a O O B-PLOT
rookie O O I-PLOT
and O O I-PLOT
a O O I-PLOT
veteran O O I-PLOT
hunt O O I-PLOT
a O O I-PLOT
serial O O I-PLOT
killer O O I-PLOT
who O O I-PLOT
uses O O I-PLOT
the O O I-PLOT
seven O O I-PLOT
deadly O O I-PLOT
sins O O I-PLOT
as O O I-PLOT
his O O I-PLOT
modus O O I-PLOT
operandi O O I-PLOT

what O O O
s O O O
the O O O
movie O O O
that O O O
features O O O
a O O B-PLOT
live O O I-PLOT
performance O O I-PLOT
from O O I-PLOT
the O O I-PLOT
cast O O I-PLOT
of O O I-PLOT
a O O I-PLOT
famous O O I-PLOT
television O O I-PLOT
show O O I-PLOT

i O O O
am O O O
thinking O O O
of O O O
oscar O O B-AWARD
winning O O I-AWARD
film O O O
that O O O
stars O O O
colin O O B-ACTOR
firth O O I-ACTOR
as O O O
king O O B-CHARACTER_NAME
george O O I-CHARACTER_NAME
vi O O I-CHARACTER_NAME
and O O O
details O O B-PLOT
the O O I-PLOT
kings O O I-PLOT
ordeal O O I-PLOT
to O O I-PLOT
conquer O O I-PLOT
his O O I-PLOT
incessant O O I-PLOT
stammer O O I-PLOT

a O O B-PLOT
quietly O O I-PLOT
troubled O O I-PLOT
young O O I-PLOT
man O O I-PLOT
returns O O I-PLOT
home O O I-PLOT
for O O I-PLOT
his O O I-PLOT
mother O O I-PLOT
s O O I-PLOT
funeral O O I-PLOT
after O O I-PLOT
being O O I-PLOT
estranged O O I-PLOT
from O O I-PLOT
his O O I-PLOT
family O O I-PLOT
for O O I-PLOT
a O O I-PLOT
decade O O I-PLOT
is O O O
the O O O
plot O O O
of O O O
this O O O
2004 O O B-YEAR
comedy O O B-GENRE
starring O O O
zach O O B-ACTOR
braff O O I-ACTOR
and O O O
natalie O O B-ACTOR
portman O O I-ACTOR

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
recent O O O
movie O O O
where O O O
a O O O
super O O B-PLOT
hero O O I-PLOT
is O O I-PLOT
created O O I-PLOT
in O O I-PLOT
1941 O O I-PLOT
and O O I-PLOT
ends O O I-PLOT
up O O I-PLOT
frozen O O I-PLOT
for O O I-PLOT
over O O I-PLOT
65 O O I-PLOT
years O O I-PLOT

modern O O O
day O O O
manhattan O O O
plays O O O
host O O O
to O O O
the O O O
sorcerer O O O
nicholas O O B-ACTOR
cage O O I-ACTOR
who O O O
is O O O
trying O O B-PLOT
to O O I-PLOT
find O O I-PLOT
merlin O O I-PLOT
s O O I-PLOT
descendant O O I-PLOT
and O O I-PLOT
prevent O O I-PLOT
the O O I-PLOT
world O O I-PLOT
from O O I-PLOT
being O O I-PLOT
destroyed O O I-PLOT
by O O I-PLOT
the O O I-PLOT
evil O O I-PLOT
witch O O I-PLOT
played O O O
by O O O
alice O O B-ACTOR
krige O O I-ACTOR

what O O O
is O O O
this O O O
1946 O O B-YEAR
movie O O O
about O O O
hit O O B-PLOT
men O O I-PLOT
killing O O I-PLOT
an O O I-PLOT
unresisting O O I-PLOT
victim O O I-PLOT
and O O I-PLOT
investigator O O I-PLOT
reardon O O I-PLOT
uncovers O O I-PLOT
his O O I-PLOT
past O O I-PLOT
involvement O O I-PLOT
with O O I-PLOT
beautiful O O I-PLOT
deadly O O I-PLOT
kitty O O B-CHARACTER_NAME
collins O O I-CHARACTER_NAME

what O O O
is O O O
the O O O
paul O O B-DIRECTOR
mazursky O O I-DIRECTOR
directed O O O
film O O O
for O O O
which O O O
jill O O B-ACTOR
clayburgh O O I-ACTOR
received O O O
a O O O
best O O B-AWARD
actress O O I-AWARD
oscar O O I-AWARD
nomination O O I-AWARD

in O O O
which O O O
film O O O
does O O O
a O O B-PLOT
criminal O O I-PLOT
mastermind O O I-PLOT
use O O I-PLOT
a O O I-PLOT
trio O O I-PLOT
of O O I-PLOT
orphan O O I-PLOT
girls O O I-PLOT
as O O I-PLOT
pawns O O I-PLOT
for O O I-PLOT
a O O I-PLOT
grand O O I-PLOT
scheme O O I-PLOT
in O O I-PLOT
which O O I-PLOT
he O O I-PLOT
finds O O I-PLOT
their O O I-PLOT
love O O I-PLOT
is O O I-PLOT
profoundly O O I-PLOT
changing O O I-PLOT
him O O I-PLOT
for O O I-PLOT
the O O I-PLOT
better O O I-PLOT

what O O O
epic O O B-OPINION
war O O B-GENRE
film O O O
starring O O O
mel O O B-ACTOR
gibson O O I-ACTOR
tell O O O
the O O B-PLOT
story O O I-PLOT
of O O I-PLOT
william O O I-PLOT
wallace O O I-PLOT
and O O I-PLOT
his O O I-PLOT
struggle O O I-PLOT
for O O I-PLOT
freedom O O I-PLOT

what O O O
2011 O O B-YEAR
animated O O B-GENRE
movie O O O
featured O O O
a O O B-PLOT
treasure O O I-PLOT
hunt O O I-PLOT
for O O I-PLOT
a O O I-PLOT
sunken O O I-PLOT
ship O O I-PLOT
was O O O
directed O O O
by O O O
steven O O B-DIRECTOR
spielberg O O I-DIRECTOR

what O O O
1956 O O B-YEAR
science O O B-GENRE
fiction O O I-GENRE
film O O O
concerns O O O
aliens O O B-PLOT
in O O I-PLOT
a O O I-PLOT
small O O I-PLOT
california O O I-PLOT
town O O I-PLOT
who O O I-PLOT
inhabit O O I-PLOT
citizens O O I-PLOT
bodies O O I-PLOT

what O O O
1984 O O B-YEAR
horror O O B-GENRE
movie O O O
featured O O O
the O O O
now O O O
famous O O O
johnny O O B-ACTOR
depp O O I-ACTOR
in O O O
his O O O
very O O O
first O O O
movie O O O
role O O O

movie O O O
about O O O
college O O B-PLOT
life O O I-PLOT
and O O I-PLOT
fraternity O O I-PLOT

i O O O
am O O O
thinking O O O
of O O O
the O O O
george O O B-DIRECTOR
cukor O O I-DIRECTOR
classic O O B-GENRE
remarriage O O I-GENRE
film O O I-GENRE
starring O O O
katherine O O B-ACTOR
hepburn O O I-ACTOR
cary O O I-ACTOR
grant O O I-ACTOR
and O O I-ACTOR
jimmy O O I-ACTOR
stewart O O I-ACTOR

what O O O
is O O O
the O O O
quentin O O B-DIRECTOR
tarantino O O I-DIRECTOR
war O O B-GENRE
film O O I-GENRE
that O O O
portrays O O O
an O O O
alternate O O B-PLOT
history O O I-PLOT
pertaining O O I-PLOT
to O O I-PLOT
the O O I-PLOT
events O O I-PLOT
of O O I-PLOT
world O O I-PLOT
war O O I-PLOT
ii O O I-PLOT

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
post O O B-GENRE
apocalyptic O O I-GENRE
film O O O
starring O O O
gary O O B-ACTOR
oldman O O I-ACTOR
mila O O I-ACTOR
kunis O O I-ACTOR
and O O O
denzel O O B-ACTOR
washington O O I-ACTOR

what O O O
is O O O
the O O O
action O O B-GENRE
comedy O O I-GENRE
documentary O O I-GENRE
movie O O O
that O O O
showcases O O O
ridiculous O O B-PLOT
stunts O O I-PLOT
and O O I-PLOT
pranks O O I-PLOT
for O O I-PLOT
laughs O O I-PLOT
mostly O O I-PLOT
at O O I-PLOT
the O O I-PLOT
expense O O I-PLOT
of O O I-PLOT
another O O I-PLOT
person O O I-PLOT
s O O I-PLOT
pain O O I-PLOT

bilbo O O B-CHARACTER_NAME
baggins O O I-CHARACTER_NAME
gandalf O O I-CHARACTER_NAME
the O O I-CHARACTER_NAME
gray O O I-CHARACTER_NAME
and O O O
thorin O O B-CHARACTER_NAME
company O O B-PLOT
travel O O I-PLOT
across O O I-PLOT
the O O I-PLOT
land O O I-PLOT
to O O I-PLOT
defeat O O I-PLOT
the O O I-PLOT
dragon O O I-PLOT
smaug O O B-CHARACTER_NAME
in O O O
2012 O O B-YEAR
film O O O
by O O O
peter O O B-DIRECTOR
jackson O O I-DIRECTOR

in O O O
what O O O
movie O O O
do O O O
a O O B-PLOT
group O O I-PLOT
of O O I-PLOT
friends O O I-PLOT
relive O O I-PLOT
a O O I-PLOT
fateful O O I-PLOT
night O O I-PLOT
to O O I-PLOT
ensure O O I-PLOT
jacob O O B-CHARACTER_NAME
is O O B-PLOT
born O O I-PLOT

this O O O
2012 O O B-YEAR
science O O B-GENRE
fiction O O I-GENRE
film O O O
tells O O O
the O O O
story O O O
of O O O
a O O B-PLOT
spaceship O O I-PLOT
crew O O I-PLOT
following O O I-PLOT
a O O I-PLOT
star O O I-PLOT
map O O I-PLOT
discovered O O I-PLOT
among O O I-PLOT
the O O I-PLOT
artifacts O O I-PLOT
of O O I-PLOT
several O O I-PLOT
ancient O O I-PLOT
earth O O I-PLOT
cultures O O I-PLOT
when O O I-PLOT
they O O I-PLOT
stumble O O I-PLOT
upon O O I-PLOT
a O O I-PLOT
distant O O I-PLOT
world O O I-PLOT
and O O I-PLOT
discover O O I-PLOT
a O O I-PLOT
threat O O I-PLOT
that O O I-PLOT
could O O I-PLOT
cause O O I-PLOT
the O O I-PLOT
extinction O O I-PLOT
of O O I-PLOT
the O O I-PLOT
human O O I-PLOT
race O O I-PLOT

what O O O
was O O O
that O O O
movie O O O
starring O O O
ryan O O B-ACTOR
reynolds O O I-ACTOR
as O O O
a O O O
superhero O O B-PLOT
based O O O
on O O O
the O O O
famous O O O
dc O O B-ORIGIN
comic O O I-ORIGIN
book O O I-ORIGIN
series O O I-ORIGIN

what O O O
classic O O B-GENRE
black O O I-GENRE
and O O I-GENRE
white O O I-GENRE
horror O O I-GENRE
movie O O O
and O O O
cult O O B-GENRE
classic O O I-GENRE
is O O O
often O O O
considered O O O
to O O O
be O O O
the O O O
father O O O
of O O O
zombie O O O
movies O O O

what O O O
is O O O
the O O O
1941 O O B-YEAR
movie O O O
starring O O O
gary O O B-ACTOR
cooper O O I-ACTOR
and O O O
walter O O B-ACTOR
brennan O O I-ACTOR
about O O O
a O O B-PLOT
hillbilly O O I-PLOT
sharpshooter O O I-PLOT
who O O I-PLOT
says O O I-PLOT
he O O I-PLOT
s O O I-PLOT
a O O I-PLOT
pacifist O O I-PLOT
but O O I-PLOT
becomes O O I-PLOT
a O O I-PLOT
war O O I-PLOT
hero O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
about O O O
jason O O B-ACTOR
bateman O O I-ACTOR
and O O O
jason O O B-ACTOR
sudeikis O O I-ACTOR
trying O O B-PLOT
to O O I-PLOT
get O O I-PLOT
rid O O I-PLOT
of O O I-PLOT
their O O I-PLOT
employers O O I-PLOT

what O O O
s O O O
the O O O
star O O O
studded O O O
action O O B-GENRE
film O O O
where O O O
sly O O B-ACTOR
stallone O O I-ACTOR
leads O O B-PLOT
a O O I-PLOT
group O O I-PLOT
of O O I-PLOT
tough O O I-PLOT
guys O O I-PLOT
for O O I-PLOT
hire O O I-PLOT

an O O B-PLOT
alien O O I-PLOT
played O O O
effectively O O O
by O O O
known O O O
alien O O O
keanu O O B-ACTOR
reeves O O I-ACTOR
comes O O B-PLOT
to O O I-PLOT
earth O O I-PLOT
to O O I-PLOT
warn O O I-PLOT
of O O I-PLOT
destruction O O I-PLOT

this O O O
animated O O B-GENRE
film O O O
made O O O
by O O O
pixar O O O
concerns O O O
an O O B-PLOT
elderly O O I-PLOT
man O O I-PLOT
concerned O O I-PLOT
with O O I-PLOT
the O O I-PLOT
rapid O O I-PLOT
changes O O I-PLOT
to O O I-PLOT
his O O I-PLOT
neighborhood O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
about O O O
a O O B-PLOT
son O O I-PLOT
who O O I-PLOT
tries O O I-PLOT
to O O I-PLOT
find O O I-PLOT
his O O I-PLOT
real O O I-PLOT
father O O I-PLOT
and O O I-PLOT
fights O O I-PLOT
in O O I-PLOT
made O O I-PLOT
up O O I-PLOT
space O O I-PLOT
like O O I-PLOT
arenas O O I-PLOT

this O O O
blockbuster O O O
by O O O
stephen O O B-DIRECTOR
spielberg O O I-DIRECTOR
is O O O
about O O O
a O O B-PLOT
dinosaur O O I-PLOT
themed O O I-PLOT
adventure O O I-PLOT
park O O I-PLOT
and O O O
is O O O
based O O B-ORIGIN
on O O I-ORIGIN
a O O I-ORIGIN
book O O I-ORIGIN

i O O O
am O O O
thinking O O O
of O O O
the O O O
classic O O B-GENRE
70 O O B-YEAR
s O O I-YEAR
tearjerker O O B-GENRE
that O O O
tells O O O
the O O B-PLOT
story O O I-PLOT
of O O I-PLOT
cancer O O I-PLOT
stricken O O I-PLOT
pro O O I-PLOT
football O O I-PLOT
player O O I-PLOT
brian O O B-CHARACTER_NAME
piccolo O O I-CHARACTER_NAME

robert O O B-ACTOR
deniro O O I-ACTOR
plays O O O
an O O B-PLOT
ex O O I-PLOT
con O O I-PLOT
out O O I-PLOT
for O O I-PLOT
revenge O O I-PLOT
against O O I-PLOT
nick O O B-ACTOR
nolte O O I-ACTOR
in O O O
the O O O
remake O O O
of O O O
the O O O
classic O O B-GENRE
1962 O O B-YEAR
movie O O O

in O O O
which O O O
film O O O
does O O O
frankie O O B-CHARACTER_NAME
madison O O I-CHARACTER_NAME
leaves O O B-PLOT
prison O O I-PLOT
expecting O O I-PLOT
a O O I-PLOT
share O O I-PLOT
from O O I-PLOT
his O O I-PLOT
ex O O I-PLOT
partner O O I-PLOT
only O O I-PLOT
to O O I-PLOT
find O O I-PLOT
that O O I-PLOT
prohibition O O I-PLOT
bootlegging O O I-PLOT
did O O I-PLOT
n O O I-PLOT
t O O I-PLOT
prepare O O I-PLOT
him O O I-PLOT
for O O I-PLOT
big O O I-PLOT
business O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
about O O O
three O O B-PLOT
guys O O I-PLOT
who O O I-PLOT
hit O O I-PLOT
each O O I-PLOT
other O O I-PLOT
to O O I-PLOT
make O O I-PLOT
people O O I-PLOT
laugh O O I-PLOT

in O O O
this O O O
movie O O O
ben O O B-ACTOR
affleck O O I-ACTOR
plays O O O
a O O O
bank O O B-PLOT
robber O O I-PLOT
who O O I-PLOT
develops O O I-PLOT
feelings O O I-PLOT
for O O I-PLOT
the O O I-PLOT
manager O O I-PLOT
of O O I-PLOT
the O O I-PLOT
bank O O I-PLOT
him O O I-PLOT
and O O I-PLOT
his O O I-PLOT
crew O O I-PLOT
robbed O O I-PLOT

what O O O
is O O O
the O O O
1991 O O B-YEAR
science O O B-GENRE
action O O I-GENRE
film O O I-GENRE
starring O O O
arnold O O B-ACTOR
schwarzenegger O O I-ACTOR
about O O O
a O O B-PLOT
cyborg O O I-PLOT
sent O O I-PLOT
back O O I-PLOT
to O O I-PLOT
the O O I-PLOT
future O O I-PLOT
to O O I-PLOT
save O O I-PLOT
a O O I-PLOT
little O O I-PLOT
boy O O I-PLOT
who O O I-PLOT
will O O I-PLOT
be O O I-PLOT
a O O I-PLOT
great O O I-PLOT
leader O O I-PLOT
in O O I-PLOT
the O O I-PLOT
future O O I-PLOT

what O O O
is O O O
a O O O
movie O O O
that O O O
shows O O B-PLOT
the O O I-PLOT
weather O O I-PLOT
with O O I-PLOT
food O O I-PLOT
instead O O I-PLOT
of O O I-PLOT
rain O O I-PLOT

what O O O
s O O O
the O O O
movie O O O
about O O O
a O O B-PLOT
real O O I-PLOT
life O O I-PLOT
scandal O O I-PLOT
that O O I-PLOT
involved O O I-PLOT
a O O I-PLOT
game O O I-PLOT
show O O I-PLOT
in O O O
the O O O
1950 O O B-YEAR
s O O O

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
movie O O O
starring O O O
clint O O B-ACTOR
eastwood O O I-ACTOR
with O O O
the O O O
famous O O O
line O O O
do O O B-QUOTE
you O O I-QUOTE
feel O O I-QUOTE
lucky O O I-QUOTE
punk O O I-QUOTE

what O O O
is O O O
the O O O
2003 O O B-YEAR
american O O B-GENRE
biographical O O I-GENRE
sports O O I-GENRE
drama O O I-GENRE
film O O O
starring O O O
tobey O O B-ACTOR
maguire O O I-ACTOR
as O O O
a O O B-PLOT
jockey O O I-PLOT
and O O I-PLOT
chronicles O O I-PLOT
the O O I-PLOT
career O O I-PLOT
of O O I-PLOT
an O O I-PLOT
undersized O O I-PLOT
race O O I-PLOT
horse O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
starred O O O
toby O O B-ACTOR
maquire O O I-ACTOR
as O O O
the O O O
jockey O O B-PLOT
of O O I-PLOT
one O O I-PLOT
of O O I-PLOT
the O O I-PLOT
greatest O O I-PLOT
race O O I-PLOT
horses O O I-PLOT
that O O I-PLOT
ever O O I-PLOT
lived O O I-PLOT

as O O O
atlanta O O B-PLOT
burns O O I-PLOT
from O O I-PLOT
the O O I-PLOT
union O O I-PLOT
onslaught O O I-PLOT
scarlet O O B-CHARACTER_NAME
faces O O B-PLOT
tremendous O O I-PLOT
hardships O O I-PLOT
in O O O
this O O O
classic O O B-OPINION
civil O O B-GENRE
war O O I-GENRE
love O O O
story O O O

what O O O
was O O O
the O O O
name O O O
of O O O
the O O O
second O O B-RELATIONSHIP
movie O O I-RELATIONSHIP
in O O O
the O O O
original O O O
series O O B-RELATIONSHIP
about O O I-RELATIONSHIP
the O O I-RELATIONSHIP
jedi O O I-RELATIONSHIP

this O O O
1969 O O B-YEAR
holiday O O B-GENRE
classic O O B-OPINION
features O O O
jimmy O O B-ACTOR
durante O O I-ACTOR
as O O O
the O O O
mail O O O
man O O O
narrator O O O
and O O O
paul O O B-ACTOR
frees O O I-ACTOR
as O O O
santa O O B-CHARACTER_NAME

what O O O
movie O O O
starring O O O
ben O O B-ACTOR
stiller O O I-ACTOR
where O O B-PLOT
they O O I-PLOT
steal O O I-PLOT
the O O I-PLOT
vintage O O I-PLOT
car O O I-PLOT
made O O I-PLOT
of O O I-PLOT
gold O O I-PLOT
from O O I-PLOT
a O O I-PLOT
highrise O O I-PLOT
apartment O O I-PLOT

what O O O
s O O O
one O O O
of O O O
the O O O
movie O O O
where O O O
harrison O O B-ACTOR
ford O O I-ACTOR
plays O O O
the O O O
most O O B-OPINION
exciting O O I-OPINION
archaeologist O O B-PLOT
of O O O
all O O O
time O O O

what O O O
1966 O O B-YEAR
british O O B-GENRE
war O O I-GENRE
film O O I-GENRE
is O O O
about O O O
a O O O
german O O B-PLOT
fighter O O I-PLOT
pilot O O I-PLOT
on O O I-PLOT
the O O I-PLOT
western O O I-PLOT
front O O I-PLOT
during O O I-PLOT
world O O I-PLOT
war O O I-PLOT
i O O I-PLOT

i O O O
remember O O O
an O O O
old O O O
film O O O
starring O O O
james O O B-ACTOR
stewart O O I-ACTOR
it O O O
came O O O
out O O O
in O O O
the O O O
late O O B-YEAR
thirties O O I-YEAR
and O O O
took O O O
place O O O
in O O O
the O O O
nation O O O
s O O O
capital O O O

this O O O
2012 O O B-YEAR
science O O B-GENRE
fiction O O I-GENRE
film O O O
is O O O
the O O B-RELATIONSHIP
5 O O I-RELATIONSHIP
th O O I-RELATIONSHIP
in O O I-RELATIONSHIP
a O O I-RELATIONSHIP
series O O I-RELATIONSHIP
based O O B-ORIGIN
on O O I-ORIGIN
the O O I-ORIGIN
capcom O O I-ORIGIN
video O O I-ORIGIN
games O O I-ORIGIN
of O O I-ORIGIN
the O O I-ORIGIN
same O O I-ORIGIN
name O O I-ORIGIN

what O O O
is O O O
the O O O
american O O O
epic O O B-OPINION
western O O B-GENRE
film O O O
directed O O O
produced O O O
by O O O
and O O O
starring O O O
kevin O O B-DIRECTOR
costner O O I-DIRECTOR

in O O O
what O O O
movie O O O
did O O O
dustin O O B-ACTOR
hoffman O O I-ACTOR
play O O O
an O O O
unemployed O O B-PLOT
actor O O I-PLOT
that O O I-PLOT
dressed O O I-PLOT
up O O I-PLOT
as O O I-PLOT
a O O I-PLOT
woman O O I-PLOT
in O O I-PLOT
order O O I-PLOT
to O O I-PLOT
get O O I-PLOT
a O O I-PLOT
role O O I-PLOT
on O O I-PLOT
a O O I-PLOT
soap O O I-PLOT
opera O O I-PLOT

in O O O
what O O O
movie O O O
is O O O
steve O O B-ACTOR
carell O O I-ACTOR
the O O O
perfect O O B-PLOT
guest O O I-PLOT
for O O O
paul O O B-ACTOR
rudd O O I-ACTOR
s O O O
monthly O O B-PLOT
event O O I-PLOT
with O O I-PLOT
his O O I-PLOT
fellow O O I-PLOT
executives O O I-PLOT

what O O O
s O O O
the O O O
neo O O B-GENRE
noir O O I-GENRE
film O O I-GENRE
starring O O O
john O O B-ACTOR
cusak O O I-ACTOR
about O O O
people O O B-PLOT
who O O I-PLOT
make O O I-PLOT
a O O I-PLOT
living O O I-PLOT
committing O O I-PLOT
various O O I-PLOT
cons O O I-PLOT

this O O O
movie O O O
starring O O O
mila O O B-ACTOR
kunis O O I-ACTOR
and O O O
ashton O O B-ACTOR
kutcher O O I-ACTOR
shows O O O
the O O O
relationship O O B-PLOT
of O O I-PLOT
two O O I-PLOT
friends O O I-PLOT
or O O I-PLOT
are O O I-PLOT
they O O I-PLOT
more O O I-PLOT

what O O O
2002 O O B-YEAR
brazilian O O B-GENRE
movie O O O
had O O O
a O O O
television O O B-RELATIONSHIP
show O O I-RELATIONSHIP
spin O O I-RELATIONSHIP
off O O I-RELATIONSHIP
called O O I-RELATIONSHIP
city O O I-RELATIONSHIP
of O O I-RELATIONSHIP
men O O I-RELATIONSHIP
in O O I-RELATIONSHIP
2003 O O I-RELATIONSHIP

what O O O
film O O O
stars O O O
colin O O B-ACTOR
firth O O I-ACTOR
as O O O
a O O O
british O O B-PLOT
monarch O O I-PLOT
with O O I-PLOT
a O O I-PLOT
serious O O I-PLOT
inability O O I-PLOT
to O O I-PLOT
speak O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
about O O O
a O O B-PLOT
man O O I-PLOT
who O O I-PLOT
travels O O I-PLOT
around O O I-PLOT
small O O I-PLOT
people O O I-PLOT
that O O I-PLOT
is O O I-PLOT
based O O I-PLOT
on O O I-PLOT
a O O I-PLOT
story O O I-PLOT

this O O O
movie O O O
based O O O
on O O O
victor O O B-ORIGIN
hugo O O I-ORIGIN
s O O I-ORIGIN
tragic O O I-ORIGIN
novel O O I-ORIGIN
stars O O O
hugh O O B-ACTOR
jackman O O I-ACTOR
and O O O
ann O O B-ACTOR
hathaway O O I-ACTOR

which O O O
disney O O O
animated O O B-GENRE
fairy O O I-GENRE
tell O O O
features O O O
singing O O O
and O O O
dancing O O O
candlestick O O O
and O O O
a O O O
heroine O O O
named O O O
belle O O B-CHARACTER_NAME

name O O O
the O O O
movie O O O
that O O O
has O O O
tom O O B-ACTOR
hanks O O I-ACTOR
in O O O
it O O O
and O O O
the O O B-PLOT
bonds O O I-PLOT
of O O I-PLOT
loyalty O O I-PLOT
are O O I-PLOT
tested O O I-PLOT
when O O I-PLOT
a O O I-PLOT
hitman O O I-PLOT
s O O I-PLOT
son O O I-PLOT
witnesses O O I-PLOT
what O O I-PLOT
his O O I-PLOT
father O O I-PLOT
does O O I-PLOT
for O O I-PLOT
a O O I-PLOT
living O O I-PLOT
