-DOCSTART- -X- -X- O
buffet O O I-RESTAURANT_NAME
is O O O

do O O O
you O O O
know O O O
where O O O
the O O O
nearest O O B-LOCATION
pizza O O B-CUISINE
place O O O
is O O O
that O O O
has O O O
a O O O
drive O O B-AMENITY
thru O O I-AMENITY

do O O O
you O O O
know O O O
where O O O
there O O O
is O O O
a O O O
burger O O B-RESTAURANT_NAME
king O O I-RESTAURANT_NAME

do O O O
you O O O
know O O O
where O O O
there O O O
is O O O
a O O O
good O O B-RATING
deli O O B-CUISINE

do O O O
you O O O
know O O O
where O O O
there O O O
is O O O
a O O O
greek O O B-CUISINE
restaurant O O O
that O O O
serves O O O
hummus O O B-DISH

do O O O
you O O O
know O O O
where O O O
they O O O
sell O O O
korean O O B-CUISINE
barbeque O O I-CUISINE

do O O O
you O O O
know O O O
where O O O
to O O O
eat O O O
that O O O
accepts O O B-AMENITY
american O O I-AMENITY
express O O I-AMENITY

do O O O
you O O O
know O O O
who O O O
has O O O
a O O O
lunch O O B-AMENITY
special O O B-PRICE

do O O O
you O O O
know O O O
who O O O
sells O O O
southern O O B-CUISINE
food O O O
in O O O
the O O O
area O O O

do O O O
you O O O
like O O O
kouzina O O B-RESTAURANT_NAME
express O O I-RESTAURANT_NAME

do O O O
you O O O
need O O O
a O O O
reservation O O O

do O O O
you O O O
need O O O
reservations O O B-AMENITY
for O O O
the O O O
french O O B-CUISINE
restaurant O O O
on O O O
main O O B-LOCATION

do O O O
you O O O
show O O O
a O O O
mcdonalds O O B-RESTAURANT_NAME
within O O B-LOCATION
5 O O I-LOCATION
miles O O I-LOCATION

do O O O
you O O O
show O O O
a O O O
red O O B-RESTAURANT_NAME
robin O O I-RESTAURANT_NAME
nearby O O B-LOCATION

do O O O
you O O O
show O O O
a O O O
wendys O O B-RESTAURANT_NAME
within O O B-LOCATION
3 O O I-LOCATION
miles O O I-LOCATION

do O O O
you O O O
show O O O
an O O O
ihop O O B-RESTAURANT_NAME
near O O B-LOCATION
by O O I-LOCATION

do O O O
you O O O
show O O O
any O O O
dennys O O B-RESTAURANT_NAME

do O O O
you O O O
show O O O
any O O O
diners O O B-CUISINE
nearby O O B-LOCATION

do O O O
you O O O
show O O O
any O O O
diners O O B-CUISINE
within O O B-LOCATION
5 O O I-LOCATION
miles O O I-LOCATION

do O O O
you O O O
show O O O
any O O O
fast O O B-CUISINE
food O O I-CUISINE
locations O O O
that O O B-HOURS
are O O I-HOURS
open O O I-HOURS

do O O O
you O O O
show O O O
any O O O
ice O O B-DISH
cream O O I-DISH
near O O B-LOCATION
by O O I-LOCATION

do O O O
you O O O
show O O O
any O O O
mc O O B-RESTAURANT_NAME
donalds O O I-RESTAURANT_NAME
nearby O O B-LOCATION

do O O O
you O O O
show O O O
any O O O
mcdonalds O O B-RESTAURANT_NAME
nearby O O B-LOCATION

do O O O
you O O O
show O O O
any O O O
subways O O B-RESTAURANT_NAME
within O O B-LOCATION
5 O O I-LOCATION
miles O O I-LOCATION

do O O O
you O O O
show O O O
any O O O
takeout O O B-AMENITY
japanese O O B-CUISINE

do O O O
you O O O
show O O O
any O O O
wendys O O B-RESTAURANT_NAME
nearby O O B-LOCATION

do O O O
you O O O
want O O O
to O O O
find O O O
some O O O
good O O O
french O O B-CUISINE
cuisine O O O

does O O O
aiea O O B-RESTAURANT_NAME
manapua O O I-RESTAURANT_NAME
and O O I-RESTAURANT_NAME
snacks O O I-RESTAURANT_NAME
accept O O O
credit O O B-AMENITY
cards O O I-AMENITY

does O O O
alan O O B-RESTAURANT_NAME
wongs O O I-RESTAURANT_NAME
have O O O
valet O O B-AMENITY
parking O O I-AMENITY

does O O O
amairas O O B-RESTAURANT_NAME
take O O O
american O O B-AMENITY
express O O I-AMENITY

does O O O
amalfis O O B-RESTAURANT_NAME
in O O O
glen O O B-LOCATION
cove O O I-LOCATION
have O O O
a O O O
kids O O B-AMENITY
menu O O I-AMENITY

does O O O
amalfis O O B-RESTAURANT_NAME
of O O O
glen O O B-LOCATION
cove O O I-LOCATION
have O O O
good O O B-RATING
ratings O O O

does O O O
any O O O
chinese O O B-CUISINE
restaurant O O O
in O O B-LOCATION
town O O I-LOCATION
accept O O O
credit O O B-AMENITY
cards O O I-AMENITY

does O O O
any O O O
place O O O
near O O B-LOCATION
here O O I-LOCATION
have O O O
valet O O B-AMENITY
parking O O I-AMENITY

does O O O
any O O O
place O O O
sells O O O
caribbean O O B-CUISINE
food O O O

does O O O
any O O O
place O O O
serves O O O
moroccan O O B-CUISINE
cuisine O O O

does O O O
any O O O
restaurant O O O
have O O O
a O O O
playground O O B-AMENITY
for O O O
kids O O O

does O O O
any O O O
restaurant O O O
have O O O
an O O O
atm O O B-AMENITY
machine O O I-AMENITY
on O O O
property O O O

does O O O
any O O O
restaurant O O O
serving O O O
wings O O B-DISH
stay O O O
open O O B-HOURS
after O O I-HOURS
midnight O O I-HOURS

does O O O
any O O O
restaurants O O O
around O O B-LOCATION
here O O I-LOCATION
have O O O
a O O O
smoking O O B-AMENITY
section O O I-AMENITY

does O O O
anybody O O O
serve O O O
fried O O B-DISH
chicken O O I-DISH
other O O B-AMENITY
than O O I-AMENITY
kfc O O B-RESTAURANT_NAME

does O O O
anywhere O O O
nearby O O B-LOCATION
serve O O O
breakfast O O B-CUISINE
after O O B-HOURS
10 O O I-HOURS
am O O I-HOURS

does O O O
applebee O O B-RESTAURANT_NAME
s O O I-RESTAURANT_NAME
in O O O
tempe O O B-LOCATION
offer O O O
a O O O
kids O O B-AMENITY
menu O O I-AMENITY

does O O O
applebees O O B-RESTAURANT_NAME
have O O O
a O O O
smoking O O B-AMENITY
section O O I-AMENITY

does O O O
applebees O O B-RESTAURANT_NAME
have O O O
big O O O
portion O O B-AMENITY

does O O O
applebees O O B-RESTAURANT_NAME
on O O O
elm O O B-LOCATION
street O O I-LOCATION
have O O O
carry O O B-AMENITY
out O O I-AMENITY

does O O O
arbys O O B-RESTAURANT_NAME
accept O O O
credit O O O

does O O O
arturos O O B-RESTAURANT_NAME
have O O O
a O O O
prix O O B-AMENITY
fix O O I-AMENITY
menu O O I-AMENITY

does O O O
asiana O O B-RESTAURANT_NAME
fusion O O I-RESTAURANT_NAME
in O O O
hyde O O B-LOCATION
park O O I-LOCATION
have O O O
any O O O
amenities O O B-AMENITY

does O O O
aujourdandhui O O B-RESTAURANT_NAME
serve O O O
breakfasts O O B-HOURS

does O O O
bewiched O O B-RESTAURANT_NAME
deliver O O B-AMENITY

does O O O
bocellis O O B-RESTAURANT_NAME
have O O O
a O O O
dress O O B-AMENITY
code O O I-AMENITY

does O O O
bourque O O B-RESTAURANT_NAME
have O O O
a O O O
parking O O B-AMENITY
lot O O I-AMENITY

does O O O
bradford O O B-RESTAURANT_NAME
lantern O O I-RESTAURANT_NAME
cafe O O I-RESTAURANT_NAME
have O O O
catering O O B-AMENITY
near O O B-LOCATION
by O O I-LOCATION
here O O I-LOCATION

does O O O
bridgeside O O B-RESTAURANT_NAME
house O O I-RESTAURANT_NAME
of O O I-RESTAURANT_NAME
pizza O O I-RESTAURANT_NAME
sell O O O
subs O O B-DISH

does O O O
bridgeside O O B-RESTAURANT_NAME
house O O I-RESTAURANT_NAME
of O O I-RESTAURANT_NAME
pizza O O I-RESTAURANT_NAME
subs O O I-RESTAURANT_NAME
have O O O
parking O O B-AMENITY

does O O O
buca O O B-RESTAURANT_NAME
de O O I-RESTAURANT_NAME
beppo O O I-RESTAURANT_NAME
just O O O
serve O O O
italian O O B-CUISINE
food O O O

does O O O
buffalo O O B-RESTAURANT_NAME
wild O O I-RESTAURANT_NAME
wings O O I-RESTAURANT_NAME
offer O O O
carry O O B-AMENITY
out O O I-AMENITY

does O O O
burger O O B-RESTAURANT_NAME
king O O I-RESTAURANT_NAME
offer O O O
gluten O O B-DISH
free O O I-DISH
burgers O O I-DISH

does O O O
cafe O O B-RESTAURANT_NAME
turnmill O O I-RESTAURANT_NAME
have O O O
a O O O
carry O O B-AMENITY
out O O I-AMENITY
option O O I-AMENITY

does O O O
callaways O O B-RESTAURANT_NAME
serve O O O
breakfast O O O

does O O O
captain O O B-RESTAURANT_NAME
ds O O I-RESTAURANT_NAME
in O O O
hyde O O B-LOCATION
park O O I-LOCATION
have O O O
kunch O O B-DISH

does O O O
changs O O B-RESTAURANT_NAME
have O O O
a O O O
minimum O O B-AMENITY
before O O I-AMENITY
they O O I-AMENITY
will O O I-AMENITY
deliver O O I-AMENITY

does O O O
changs O O B-RESTAURANT_NAME
on O O O
elm O O B-LOCATION
street O O I-LOCATION
have O O O
delivery O O B-AMENITY
service O O I-AMENITY

does O O O
cherrywoods O O B-RESTAURANT_NAME
barbeque O O I-RESTAURANT_NAME
have O O O
a O O O
wonderful O O B-AMENITY
atmosphere O O I-AMENITY

does O O O
chilis O O B-RESTAURANT_NAME
accept O O O
american O O B-AMENITY
express O O I-AMENITY

does O O O
chilis O O B-RESTAURANT_NAME
have O O O
carryout O O O

does O O O
chilis O O B-RESTAURANT_NAME
still O O O
have O O O
the O O O
two O O B-AMENITY
for O O I-AMENITY
twenty O O I-AMENITY
special O O I-AMENITY

does O O O
china O O B-RESTAURANT_NAME
palace O O I-RESTAURANT_NAME
in O O O
glen O O B-LOCATION
cove O O I-LOCATION
ny O O I-LOCATION
have O O O
a O O O
lunch O O B-HOURS
special O O B-AMENITY
menu O O O

does O O O
chipotle O O B-RESTAURANT_NAME
have O O O
an O O O
outdoor O O B-AMENITY
patio O O I-AMENITY

does O O O
churchs O O B-RESTAURANT_NAME
accept O O B-AMENITY
debit O O I-AMENITY

does O O O
cincinnati O O B-LOCATION
have O O O
any O O O
fondue O O B-CUISINE
restaurants O O O

does O O O
city O O B-RESTAURANT_NAME
side O O I-RESTAURANT_NAME
bar O O I-RESTAURANT_NAME
and O O I-RESTAURANT_NAME
grill O O I-RESTAURANT_NAME
sell O O O
breakfast O O O

does O O O
connys O O B-RESTAURANT_NAME
creamy O O I-RESTAURANT_NAME
cone O O I-RESTAURANT_NAME
accept O O B-AMENITY
visa O O I-AMENITY

does O O O
crocodile O O B-RESTAURANT_NAME
eds O O I-RESTAURANT_NAME
require O O O
a O O O
reservation O O O
for O O O
a O O O
party O O O
of O O O
10 O O O

does O O O
dennys O O B-RESTAURANT_NAME
do O O O
kids O O B-AMENITY
eat O O O
free O O B-PRICE

does O O O
dennys O O B-RESTAURANT_NAME
have O O O
any O O O
restaurants O O O
by O O B-LOCATION
the O O I-LOCATION
ocean O O I-LOCATION

does O O O
dennys O O B-RESTAURANT_NAME
have O O O
sufficient O O B-AMENITY
parking O O I-AMENITY

does O O O
dennys O O B-RESTAURANT_NAME
offer O O O
lunch O O B-HOURS
in O O O
the O O O
morning O O O

does O O O
deweys O O B-RESTAURANT_NAME
accept O O B-AMENITY
credit O O I-AMENITY
cards O O I-AMENITY

does O O O
digidios O O B-RESTAURANT_NAME
take O O O
personal O O B-AMENITY
checks O O I-AMENITY

does O O O
dominos O O B-RESTAURANT_NAME
accept O O O
credit O O O

does O O O
donut O O B-RESTAURANT_NAME
management O O I-RESTAURANT_NAME
monevasia O O I-RESTAURANT_NAME
donuts O O I-RESTAURANT_NAME
have O O O
parking O O B-AMENITY

does O O O
donut O O B-RESTAURANT_NAME
management O O I-RESTAURANT_NAME
monevasia O O I-RESTAURANT_NAME
donuts O O I-RESTAURANT_NAME
have O O O
parking O O B-AMENITY
spots O O I-AMENITY

does O O O
downtown O O B-LOCATION
giovannis O O B-RESTAURANT_NAME
on O O O
east O O B-LOCATION
springfield O O I-LOCATION
street O O I-LOCATION
at O O O
decent O O B-PRICE
prices O O O

does O O O
dylans O O B-RESTAURANT_NAME
serve O O O
breakfast O O B-CUISINE

does O O O
dylans O O B-RESTAURANT_NAME
take O O O
dinner O O B-AMENITY
reservations O O I-AMENITY

does O O O
emilios O O B-RESTAURANT_NAME
serve O O O
drinks O O B-AMENITY

does O O O
fellinis O O B-RESTAURANT_NAME
have O O O
any O O O
outdoor O O B-AMENITY
parking O O I-AMENITY

does O O O
fiores O O B-RESTAURANT_NAME
have O O O
a O O O
dress O O O
code O O O

does O O O
flemings O O B-RESTAURANT_NAME
prime O O I-RESTAURANT_NAME
steakhouse O O I-RESTAURANT_NAME
and O O I-RESTAURANT_NAME
wine O O I-RESTAURANT_NAME
bar O O I-RESTAURANT_NAME
in O O O
auburndale O O B-LOCATION
have O O O
cheap O O B-PRICE
food O O I-PRICE

does O O O
francescas O O B-RESTAURANT_NAME
in O O O
great O O B-LOCATION
neck O O I-LOCATION
have O O O
any O O O
lunch O O B-AMENITY
specials O O I-AMENITY

does O O O
garden O O B-RESTAURANT_NAME
pizza O O I-RESTAURANT_NAME
have O O O
carry O O B-AMENITY
out O O I-AMENITY
before O O B-HOURS
9 O O I-HOURS
am O O I-HOURS

does O O O
hardees O O B-RESTAURANT_NAME
have O O O
good O O B-PRICE
prices O O O

does O O O
hollywood O O B-LOCATION
ca O O I-LOCATION
have O O O
any O O O
indian O O B-CUISINE
cuisine O O O

does O O O
hooters O O B-RESTAURANT_NAME
allow O O O
minors O O B-AMENITY
to O O O
dine O O O
in O O O
the O O O
establishment O O O

does O O O
it O O O
have O O O
a O O O
good O O B-RATING
southwestern O O B-CUISINE
grill O O I-CUISINE

does O O O
it O O O
have O O O
a O O O
romantic O O B-AMENITY
feel O O O

does O O O
it O O O
have O O O
valet O O B-AMENITY
parking O O I-AMENITY

does O O O
jack O O B-RESTAURANT_NAME
in O O I-RESTAURANT_NAME
the O O I-RESTAURANT_NAME
box O O I-RESTAURANT_NAME
accept O O B-AMENITY
credit O O I-AMENITY

does O O O
jacks O O B-RESTAURANT_NAME
steakhouse O O I-RESTAURANT_NAME
serve O O O
seafood O O B-CUISINE

does O O O
jasmin O O B-RESTAURANT_NAME
bistro O O I-RESTAURANT_NAME
have O O O
great O O B-PRICE
prices O O O

does O O O
jimbos O O B-RESTAURANT_NAME
do O O O
take O O B-AMENITY
out O O I-AMENITY

does O O O
johnny O O B-RESTAURANT_NAME
garlics O O I-RESTAURANT_NAME
serve O O O
hot O O B-DISH
wings O O I-DISH

does O O O
ketchup O O B-RESTAURANT_NAME
take O O O
reservations O O B-AMENITY
for O O O
lunch O O O

does O O O
kfc O O B-RESTAURANT_NAME
have O O O
any O O O
store O O O
around O O B-LOCATION
the O O I-LOCATION
colleges O O I-LOCATION

does O O O
king O O B-RESTAURANT_NAME
fung O O I-RESTAURANT_NAME
garden O O I-RESTAURANT_NAME
ii O O I-RESTAURANT_NAME
have O O O
parking O O B-AMENITY

does O O O
la O O B-RESTAURANT_NAME
cantana O O I-RESTAURANT_NAME
mexican O O I-RESTAURANT_NAME
restaurant O O I-RESTAURANT_NAME
provide O O O
customers O O O
with O O O
general O O B-AMENITY
portions O O I-AMENITY

does O O O
la O O B-RESTAURANT_NAME
cascias O O I-RESTAURANT_NAME
have O O O
outside O O B-AMENITY
dining O O I-AMENITY

does O O O
le O O B-RESTAURANT_NAME
beaus O O I-RESTAURANT_NAME
restaurant O O O
serve O O O
beer O O B-AMENITY
on O O I-AMENITY
tap O O I-AMENITY

does O O O
le O O B-RESTAURANT_NAME
cirque O O I-RESTAURANT_NAME
have O O O
valet O O B-AMENITY
parking O O I-AMENITY

does O O O
le O O B-RESTAURANT_NAME
midi O O I-RESTAURANT_NAME
have O O O
any O O O
window O O B-AMENITY
tables O O I-AMENITY
late O O B-HOURS
night O O I-HOURS

does O O O
lindas O O B-RESTAURANT_NAME
on O O O
5 O O B-LOCATION
th O O I-LOCATION
have O O O
a O O O
dress O O B-AMENITY
code O O I-AMENITY

does O O O
lionellis O O B-RESTAURANT_NAME
have O O O
a O O O
piano O O B-AMENITY
bar O O I-AMENITY

does O O O
logans O O B-RESTAURANT_NAME
offer O O O
handicap O O B-AMENITY
seating O O I-AMENITY

does O O O
long O O B-RESTAURANT_NAME
john O O I-RESTAURANT_NAME
silvers O O I-RESTAURANT_NAME
take O O O
credit O O O
cards O O O

does O O O
louies O O B-RESTAURANT_NAME
pizzeria O O I-RESTAURANT_NAME
offer O O O
very O O B-AMENITY
generous O O I-AMENITY
portions O O I-AMENITY

does O O O
luiggs O O B-RESTAURANT_NAME
have O O O
any O O O
lunch O O B-AMENITY
specials O O I-AMENITY
today O O O

does O O O
mamies O O B-RESTAURANT_NAME
have O O O
more O O O
than O O O
one O O O
location O O O
in O O B-LOCATION
the O O I-LOCATION
city O O I-LOCATION

does O O O
mannys O O B-RESTAURANT_NAME
restaurant O O O
allow O O B-AMENITY
smoking O O I-AMENITY

does O O O
marco O O B-RESTAURANT_NAME
polos O O I-RESTAURANT_NAME
offer O O O
live O O B-AMENITY
music O O I-AMENITY

does O O O
markees O O B-RESTAURANT_NAME
have O O O
an O O O
outdoor O O B-AMENITY
dining O O I-AMENITY
area O O I-AMENITY

does O O O
mavericks O O B-RESTAURANT_NAME
accept O O O
american O O O
express O O O

does O O O
mcdonalds O O B-RESTAURANT_NAME
downtown O O B-LOCATION
have O O O
a O O O
place O O B-AMENITY
for O O I-AMENITY
the O O I-AMENITY
kids O O I-AMENITY
to O O I-AMENITY
play O O I-AMENITY

does O O O
mcdonalds O O B-RESTAURANT_NAME
in O O O
glen O O B-LOCATION
cove O O I-LOCATION
currently O O O
have O O O
the O O O
mcrib O O B-DISH

does O O O
mcdonalds O O B-RESTAURANT_NAME
take O O O
checks O O B-AMENITY

does O O O
memphis O O B-LOCATION
have O O O
any O O O
thai O O B-CUISINE
restaurants O O O

does O O O
menis O O B-RESTAURANT_NAME
have O O O
a O O O
takeout O O B-AMENITY
menu O O O

does O O O
mexicale O O B-RESTAURANT_NAME
have O O O
a O O O
dress O O B-AMENITY
code O O I-AMENITY

does O O O
mi O O B-RESTAURANT_NAME
tierra O O I-RESTAURANT_NAME
restaurant O O I-RESTAURANT_NAME
serve O O O
ample O O O
porpotions O O O

does O O O
michaels O O B-RESTAURANT_NAME
have O O O
a O O O
dress O O O
code O O O

does O O O
michaels O O B-RESTAURANT_NAME
have O O O
a O O O
smoking O O B-AMENITY
area O O I-AMENITY

does O O O
mikes O O B-RESTAURANT_NAME
cafe O O I-RESTAURANT_NAME
take O O O
reservations O O B-AMENITY

does O O O
mikes O O B-RESTAURANT_NAME
diner O O I-RESTAURANT_NAME
offer O O O
huge O O B-AMENITY
portions O O I-AMENITY
and O O O
outdoor O O B-AMENITY
dining O O I-AMENITY

does O O O
mikkis O O B-RESTAURANT_NAME
have O O O
take O O B-AMENITY
out O O I-AMENITY

does O O O
mitchells O O B-RESTAURANT_NAME
take O O B-AMENITY
personal O O I-AMENITY
checks O O I-AMENITY

does O O O
mothers O O B-RESTAURANT_NAME
restaurant O O I-RESTAURANT_NAME
offer O O O
free O O B-AMENITY
parking O O I-AMENITY

does O O O
mr O O B-RESTAURANT_NAME
foos O O I-RESTAURANT_NAME
serve O O O
crab O O B-DISH
wontons O O I-DISH

does O O O
mr O O B-RESTAURANT_NAME
pitts O O I-RESTAURANT_NAME
restaurant O O O
have O O O
good O O B-RATING
reviews O O O

does O O O
mt O O B-RESTAURANT_NAME
fuji O O I-RESTAURANT_NAME
accept O O O
reservations O O O
for O O O
lunch O O B-HOURS

does O O O
newmans O O B-RESTAURANT_NAME
have O O O
a O O O
dinner O O B-HOURS
menu O O O

does O O O
nobles O O B-RESTAURANT_NAME
on O O O
main O O B-LOCATION
have O O O
valet O O B-AMENITY
parking O O I-AMENITY

does O O O
nu O O B-RESTAURANT_NAME
way O O I-RESTAURANT_NAME
cafe O O I-RESTAURANT_NAME
serve O O O
business O O B-AMENITY
breakfast O O I-AMENITY
before O O B-HOURS
9 O O I-HOURS
am O O I-HOURS

does O O O
oriental O O B-RESTAURANT_NAME
kitchen O O I-RESTAURANT_NAME
on O O O
highwood O O B-LOCATION
drive O O I-LOCATION
have O O O
reasonable O O B-PRICE
prices O O O

does O O O
pals O O B-RESTAURANT_NAME
have O O O
a O O O
good O O B-RATING
beerpub O O B-AMENITY

does O O O
papa O O B-RESTAURANT_NAME
johns O O I-RESTAURANT_NAME
accept O O B-AMENITY
ebt O O I-AMENITY

does O O O
paula O O B-RESTAURANT_NAME
deens O O I-RESTAURANT_NAME
in O O O
cherokee O O B-LOCATION
require O O O
a O O O
reservation O O B-AMENITY

does O O O
porticello O O B-RESTAURANT_NAME
in O O O
anchorage O O B-LOCATION
have O O O
good O O B-RATING
service O O I-RATING

does O O O
quarter O O B-RESTAURANT_NAME
steak O O I-RESTAURANT_NAME
and O O I-RESTAURANT_NAME
lube O O I-RESTAURANT_NAME
on O O O
turn O O B-LOCATION
pike O O I-LOCATION
road O O I-LOCATION
have O O O
a O O O
good O O B-AMENITY
ambiance O O I-AMENITY
for O O I-AMENITY
people O O I-AMENITY
watching O O I-AMENITY

does O O O
ramseys O O B-RESTAURANT_NAME
have O O O
a O O O
kids O O B-AMENITY
menu O O I-AMENITY

does O O O
red O O B-RESTAURANT_NAME
lobster O O I-RESTAURANT_NAME
have O O O
any O O O
vegetarian O O B-CUISINE
dishes O O O

does O O O
red O O B-RESTAURANT_NAME
lobster O O I-RESTAURANT_NAME
have O O O
sufficient O O B-AMENITY
parking O O I-AMENITY

does O O O
ricatonis O O B-RESTAURANT_NAME
on O O O
seminary O O B-LOCATION
street O O I-LOCATION
offer O O O
lunch O O B-AMENITY
portion O O I-AMENITY
pricing O O O

does O O O
richards O O B-RESTAURANT_NAME
do O O O
carry O O B-AMENITY
out O O I-AMENITY

does O O O
rio O O B-RESTAURANT_NAME
el O O I-RESTAURANT_NAME
ranch O O I-RESTAURANT_NAME
on O O O
7 O O B-LOCATION
th O O I-LOCATION
street O O I-LOCATION
serve O O O
fajitas O O B-DISH
for O O O
lunch O O B-HOURS

does O O O
roggies O O B-RESTAURANT_NAME
pizza O O I-RESTAURANT_NAME
have O O O
